Date,Year,Month,USD
1987-06-09,1987,June,454
1987-06-10,1987,June,457
1987-06-11,1987,June,454.6
1987-06-12,1987,June,464.85
1987-06-13,1987,June,464.1
1987-06-14,1987,June,463.4
1987-06-15,1987,June,458.75
1987-06-16,1987,June,455
1987-06-17,1987,June,457.1
1987-06-18,1987,June,450.5
1987-06-19,1987,June,450.8
1987-06-20,1987,June,450.3
1987-06-21,1987,June,452.65
1987-06-22,1987,June,449.8
1987-06-23,1987,June,453.9
1987-06-24,1987,June,451.7
1987-06-25,1987,June,449.8
1987-06-26,1987,June,447.6
1987-06-27,1987,June,447
1987-06-28,1987,June,442
1987-06-29,1987,June,443.85
1987-06-30,1987,June,434.9
1987-07-01,1987,July,436.85
1987-07-02,1987,July,436.5
1987-07-03,1987,July,437.15
1987-07-04,1987,July,437.4
1987-07-05,1987,July,438.1
1987-07-06,1987,July,439.15
1987-07-07,1987,July,438.9
1987-07-08,1987,July,439.65
1987-07-09,1987,July,434.5
1987-07-10,1987,July,436.2
1987-07-11,1987,July,439.05
1987-07-12,1987,July,438.1
1987-07-13,1987,July,437.65
1987-07-14,1987,July,437.25
1987-07-15,1987,July,445
1987-07-16,1987,July,443.2
1987-07-17,1987,July,443.2
1987-07-18,1987,July,442.2
1987-07-19,1987,July,430.15
1987-07-20,1987,July,431.7
1987-07-21,1987,July,428.75
1987-07-22,1987,July,432.7
1987-07-23,1987,July,436.4
1987-07-24,1987,July,432.9
1987-07-25,1987,July,431.25
1987-07-26,1987,July,433.4
1987-07-27,1987,July,431.45
1987-07-28,1987,July,431.85
1987-07-29,1987,July,428.25
1987-07-30,1987,July,426.95
1987-07-31,1987,July,429
1987-08-01,1987,August,428.4
1987-08-02,1987,August,431.15
1987-08-03,1987,August,432
1987-08-04,1987,August,429
1987-08-05,1987,August,430.2
1987-08-06,1987,August,432.4
1987-08-07,1987,August,429.7
1987-08-08,1987,August,432.7
1987-08-09,1987,August,432.1
1987-08-10,1987,August,434.8
1987-08-11,1987,August,433.75
1987-08-12,1987,August,NA
1987-08-13,1987,August,429.4
1987-08-14,1987,August,426.35
1987-08-15,1987,August,430.3
1987-08-16,1987,August,430.3
1987-08-17,1987,August,427
1987-08-18,1987,August,427.65
1987-08-19,1987,August,427
1987-08-20,1987,August,428
1987-08-21,1987,August,428.9
1987-08-22,1987,August,418
1987-08-23,1987,August,420.8
1987-08-24,1987,August,421.9
1987-08-25,1987,August,421.5
1987-08-26,1987,August,417.3
1987-08-27,1987,August,409
1987-08-28,1987,August,410.4
1987-08-29,1987,August,401.6
1987-08-30,1987,August,399.6
1987-08-31,1987,August,399.3
1987-09-01,1987,September,389.05
1987-09-02,1987,September,397
1987-09-03,1987,September,397.65
1987-09-04,1987,September,398.6
1987-09-05,1987,September,396.15
1987-09-06,1987,September,394.2
1987-09-07,1987,September,397.35
1987-09-08,1987,September,397.25
1987-09-09,1987,September,403
1987-09-10,1987,September,404.25
1987-09-11,1987,September,406.25
1987-09-12,1987,September,408
1987-09-13,1987,September,404.7
1987-09-14,1987,September,408.6
1987-09-15,1987,September,406.5
1987-09-16,1987,September,411.15
1987-09-17,1987,September,413.05
1987-09-18,1987,September,410.8
1987-09-19,1987,September,411.4
1987-09-20,1987,September,410.55
1987-09-21,1987,September,406.3
1987-09-22,1987,September,406.6
1987-09-23,1987,September,407.5
1987-09-24,1987,September,407.15
1987-09-25,1987,September,407.3
1987-09-26,1987,September,412.3
1987-09-27,1987,September,411
1987-09-28,1987,September,412.5
1987-09-29,1987,September,422.9
1987-09-30,1987,September,419.5
1987-10-01,1987,October,422
1987-10-02,1987,October,421.85
1987-10-03,1987,October,419.5
1987-10-04,1987,October,422.25
1987-10-05,1987,October,420.75
1987-10-06,1987,October,420.65
1987-10-07,1987,October,422.8
1987-10-08,1987,October,422.6
1987-10-09,1987,October,423.3
1987-10-10,1987,October,419.75
1987-10-11,1987,October,416.6
1987-10-12,1987,October,416.1
1987-10-13,1987,October,417.95
1987-10-14,1987,October,419.85
1987-10-15,1987,October,422.6
1987-10-16,1987,October,421.4
1987-10-17,1987,October,422.1
1987-10-18,1987,October,421.3
1987-10-19,1987,October,425.5
1987-10-20,1987,October,423.8
1987-10-21,1987,October,430.4
1987-10-22,1987,October,429
1987-10-23,1987,October,425.35
1987-10-24,1987,October,423.3
1987-10-25,1987,October,422.2
1987-10-26,1987,October,421
1987-10-27,1987,October,420.05
1987-10-28,1987,October,419.6
1987-10-29,1987,October,421.4
1987-10-30,1987,October,412.6
1987-10-31,1987,October,413.65
1987-11-01,1987,November,413.2
1987-11-02,1987,November,413.85
1987-11-03,1987,November,415.6
1987-11-04,1987,November,417.55
1987-11-05,1987,November,NA
1987-11-06,1987,November,NA
1987-11-07,1987,November,413.65
1987-11-08,1987,November,413.1
1987-11-09,1987,November,410.15
1987-11-10,1987,November,NA
1987-11-11,1987,November,413.6
1987-11-12,1987,November,410.5
1987-11-13,1987,November,408
1987-11-14,1987,November,408.45
1987-11-15,1987,November,404.45
1987-11-16,1987,November,405.5
1987-11-17,1987,November,403.5
1987-11-18,1987,November,404.85
1987-11-19,1987,November,403.5
1987-11-20,1987,November,401.75
1987-11-21,1987,November,402.1
1987-11-22,1987,November,402.85
1987-11-23,1987,November,402.3
1987-11-24,1987,November,404.5
1987-11-25,1987,November,407.75
1987-11-26,1987,November,407.8
1987-11-27,1987,November,404.75
1987-11-28,1987,November,406
1987-11-29,1987,November,402.25
1987-11-30,1987,November,394.3
1987-12-01,1987,December,394.85
1987-12-02,1987,December,392
1987-12-03,1987,December,392.7
1987-12-04,1987,December,390.85
1987-12-05,1987,December,390.25
1987-12-06,1987,December,391.45
1987-12-07,1987,December,390.4
1987-12-08,1987,December,394.1
1987-12-09,1987,December,393.8
1987-12-10,1987,December,386.7
1987-12-11,1987,December,385.65
1987-12-12,1987,December,381.7
1987-12-13,1987,December,384.25
1987-12-14,1987,December,378.95
1987-12-15,1987,December,382.15
1987-12-16,1987,December,382.75
1987-12-17,1987,December,386
1987-12-18,1987,December,389
1987-12-19,1987,December,389.25
1987-12-20,1987,December,390.75
1987-12-21,1987,December,386.75
1987-12-22,1987,December,386.1
1987-12-23,1987,December,384.1
1987-12-24,1987,December,384.1
1987-12-25,1987,December,388.4
1987-12-26,1987,December,386.3
1987-12-27,1987,December,393.1
1987-12-28,1987,December,392.5
1987-12-29,1987,December,397
1987-12-30,1987,December,393.1
1988-01-01,1988,January,394.3
1988-01-02,1988,January,394.45
1988-01-03,1988,January,391
1988-01-04,1988,January,389.25
1988-01-05,1988,January,395.3
1988-01-06,1988,January,394.1
1988-01-07,1988,January,393.4
1988-01-08,1988,January,396
1988-01-09,1988,January,NA
1988-01-10,1988,January,NA
1988-01-11,1988,January,391.25
1988-01-12,1988,January,383.3
1988-01-13,1988,January,384
1988-01-14,1988,January,382.3
