Year,City,State,City & State,Month,Date,Total Sales,Total Value,Median Price,Total Listings,Months to Sell All
2001,San Marcos,Texas,"San Marcos, TX",April,2001-04-01,44,5215000,120000,257,8
2001,San Marcos,Texas,"San Marcos, TX",May,2001-05-01,NA,NA,NA,NA,NA
2001,San Marcos,Texas,"San Marcos, TX",June,2001-06-01,NA,NA,NA,NA,NA
2001,San Marcos,Texas,"San Marcos, TX",July,2001-07-01,NA,NA,NA,NA,NA
2001,San Marcos,Texas,"San Marcos, TX",August,2001-08-01,NA,NA,NA,NA,NA
2001,San Marcos,Texas,"San Marcos, TX",September,2001-09-01,NA,NA,NA,NA,NA
2001,San Marcos,Texas,"San Marcos, TX",October,2001-10-01,NA,NA,NA,NA,NA
2001,San Marcos,Texas,"San Marcos, TX",November,2001-11-01,NA,NA,NA,NA,NA
2001,San Marcos,Texas,"San Marcos, TX",December,2001-12-01,NA,NA,NA,NA,NA
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",January,2001-01-01,60,5019492,68600,546,6
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",February,2001-02-01,78,7331352,85000,565,6.1
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",March,2001-03-01,104,9209616,77300,582,6.3
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",April,2001-04-01,77,7512813,75400,622,6.7
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",May,2001-05-01,97,9792060,93100,667,7.5
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",June,2001-06-01,75,8780510,91200,685,8.1
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",July,2001-07-01,95,9804190,99200,708,8.4
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",August,2001-08-01,92,8403234,82000,709,8.4
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",September,2001-09-01,79,7409173,79400,711,8.6
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",October,2001-10-01,86,8007320,77800,690,8.2
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",November,2001-11-01,92,9222710,90000,702,8.4
2001,Sherman-Denison,Texas,"Sherman-Denison, TX",December,2001-12-01,70,7092259,81400,713,8.5
2001,South Padre Island,Texas,"South Padre Island, TX",January,2001-01-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",February,2001-02-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",March,2001-03-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",April,2001-04-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",May,2001-05-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",June,2001-06-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",July,2001-07-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",August,2001-08-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",September,2001-09-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",October,2001-10-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",November,2001-11-01,NA,NA,NA,NA,NA
2001,South Padre Island,Texas,"South Padre Island, TX",December,2001-12-01,NA,NA,NA,NA,NA
2001,Temple-Belton,Texas,"Temple-Belton, TX",January,2001-01-01,67,7010000,83100,592,6.4
2001,Temple-Belton,Texas,"Temple-Belton, TX",February,2001-02-01,75,7250000,83200,592,6.4
2001,Temple-Belton,Texas,"Temple-Belton, TX",March,2001-03-01,80,8920000,91700,572,6.2
2001,Temple-Belton,Texas,"Temple-Belton, TX",April,2001-04-01,96,10710000,94400,565,6
2001,Temple-Belton,Texas,"Temple-Belton, TX",May,2001-05-01,116,13375000,89200,557,6
2001,Temple-Belton,Texas,"Temple-Belton, TX",June,2001-06-01,107,13050000,101400,631,6.9
2001,Temple-Belton,Texas,"Temple-Belton, TX",July,2001-07-01,121,15175000,88700,627,6.6
2001,Temple-Belton,Texas,"Temple-Belton, TX",August,2001-08-01,124,13075000,89400,591,6.2
2001,Temple-Belton,Texas,"Temple-Belton, TX",September,2001-09-01,85,9215000,94200,598,6.3
2001,Temple-Belton,Texas,"Temple-Belton, TX",October,2001-10-01,105,10935000,84700,606,6.3
2001,Temple-Belton,Texas,"Temple-Belton, TX",November,2001-11-01,92,11050000,89400,590,6.2
2001,Temple-Belton,Texas,"Temple-Belton, TX",December,2001-12-01,83,8275000,86900,572,6
2001,Texarkana,Texas,"Texarkana, TX",January,2001-01-01,101,8590000,68800,268,NA
2001,Texarkana,Texas,"Texarkana, TX",February,2001-02-01,NA,NA,NA,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",March,2001-03-01,NA,NA,NA,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",April,2001-04-01,NA,NA,NA,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",May,2001-05-01,NA,NA,NA,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",June,2001-06-01,195,28075000,120400,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",July,2001-07-01,NA,NA,NA,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",August,2001-08-01,83,6365000,69400,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",September,2001-09-01,65,7135000,83100,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",October,2001-10-01,76,7095000,70000,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",November,2001-11-01,77,6190000,70600,NA,NA
2001,Texarkana,Texas,"Texarkana, TX",December,2001-12-01,73,6625000,71000,NA,NA
2001,Tyler,Texas,"Tyler, TX",January,2001-01-01,109,12885000,95000,1439,8.7
2001,Tyler,Texas,"Tyler, TX",February,2001-02-01,140,15640000,88600,1472,8.9
2001,Tyler,Texas,"Tyler, TX",March,2001-03-01,166,18375000,98900,1505,9.2
2001,Tyler,Texas,"Tyler, TX",April,2001-04-01,184,22760000,101200,1529,9.3
2001,Tyler,Texas,"Tyler, TX",May,2001-05-01,193,22975000,99500,1615,9.8
2001,Tyler,Texas,"Tyler, TX",June,2001-06-01,195,28075000,120400,1582,9.6
2001,Tyler,Texas,"Tyler, TX",July,2001-07-01,184,24410000,103500,1599,9.8
2001,Tyler,Texas,"Tyler, TX",August,2001-08-01,224,28365000,105700,1539,9.3
2001,Tyler,Texas,"Tyler, TX",September,2001-09-01,162,19810000,95000,1535,9.2
2001,Tyler,Texas,"Tyler, TX",October,2001-10-01,194,22350000,104800,1453,8.6
2001,Tyler,Texas,"Tyler, TX",November,2001-11-01,168,21010000,107500,1390,8.2
2001,Tyler,Texas,"Tyler, TX",December,2001-12-01,147,16665000,97700,1278,7.4
2001,Victoria,Texas,"Victoria, TX",January,2001-01-01,36,3235000,80000,288,4.9
2001,Victoria,Texas,"Victoria, TX",February,2001-02-01,53,4670000,79000,276,4.7
2001,Victoria,Texas,"Victoria, TX",March,2001-03-01,75,6820000,85000,304,5.1
2001,Victoria,Texas,"Victoria, TX",April,2001-04-01,58,5395000,80000,327,5.4
2001,Victoria,Texas,"Victoria, TX",May,2001-05-01,71,6075000,77700,324,5.2
2001,Victoria,Texas,"Victoria, TX",June,2001-06-01,88,9710000,90000,363,5.8
2001,Victoria,Texas,"Victoria, TX",July,2001-07-01,57,5765000,90800,366,5.9
2001,Victoria,Texas,"Victoria, TX",August,2001-08-01,80,8215000,90000,271,4.4
2001,Victoria,Texas,"Victoria, TX",September,2001-09-01,57,5790000,87000,350,5.7
2001,Victoria,Texas,"Victoria, TX",October,2001-10-01,52,5275000,88600,271,4.4
2001,Victoria,Texas,"Victoria, TX",November,2001-11-01,92,10040000,88600,271,4.2
2001,Victoria,Texas,"Victoria, TX",December,2001-12-01,118,11430000,82500,271,3.9
2001,Waco,Texas,"Waco, TX",January,2001-01-01,81,7817200,NA,NA,NA
2001,Waco,Texas,"Waco, TX",February,2001-02-01,87,9122261,NA,NA,NA
2001,Waco,Texas,"Waco, TX",March,2001-03-01,NA,NA,NA,NA,NA
2001,Waco,Texas,"Waco, TX",April,2001-04-01,81,8772838,NA,NA,NA
2001,Waco,Texas,"Waco, TX",May,2001-05-01,136,10805000,69500,840,9.1
2001,Waco,Texas,"Waco, TX",June,2001-06-01,84,8508700,NA,NA,NA
2001,Waco,Texas,"Waco, TX",July,2001-07-01,127,13571576,NA,NA,NA
2001,Waco,Texas,"Waco, TX",August,2001-08-01,137,14319700,NA,NA,NA
2001,Waco,Texas,"Waco, TX",September,2001-09-01,76,7415503,NA,NA,NA
2001,Waco,Texas,"Waco, TX",October,2001-10-01,NA,NA,NA,NA,NA
2001,Waco,Texas,"Waco, TX",November,2001-11-01,NA,NA,NA,NA,NA
2001,Waco,Texas,"Waco, TX",December,2001-12-01,NA,NA,NA,NA,NA
2001,Wichita Falls,Texas,"Wichita Falls, TX",January,2001-01-01,99,8620000,66500,767,6.4
2001,Wichita Falls,Texas,"Wichita Falls, TX",February,2001-02-01,115,9110000,72800,763,6.5
2001,Wichita Falls,Texas,"Wichita Falls, TX",March,2001-03-01,137,11150000,73000,800,6.8
2001,Wichita Falls,Texas,"Wichita Falls, TX",April,2001-04-01,141,11100000,73200,815,6.8
2001,Wichita Falls,Texas,"Wichita Falls, TX",May,2001-05-01,136,10805000,69500,840,7
2001,Wichita Falls,Texas,"Wichita Falls, TX",June,2001-06-01,148,13670000,83600,833,6.9
2001,Wichita Falls,Texas,"Wichita Falls, TX",July,2001-07-01,154,14830000,81400,846,7
2001,Wichita Falls,Texas,"Wichita Falls, TX",August,2001-08-01,152,13640000,68800,874,7.1
2001,Wichita Falls,Texas,"Wichita Falls, TX",September,2001-09-01,126,10335000,70600,866,7
2001,Wichita Falls,Texas,"Wichita Falls, TX",October,2001-10-01,135,11515000,71100,821,6.4
2001,Wichita Falls,Texas,"Wichita Falls, TX",November,2001-11-01,144,12750000,78900,813,6.2
2001,Wichita Falls,Texas,"Wichita Falls, TX",December,2001-12-01,116,10455000,75600,759,5.7
2002,Abilene,Texas,"Abilene, TX",January,2002-01-01,94,6530000,64000,652,5.4
2002,Abilene,Texas,"Abilene, TX",February,2002-02-01,94,6860000,62900,746,6.3
2002,Abilene,Texas,"Abilene, TX",March,2002-03-01,107,8385000,62100,774,6.5
2002,Abilene,Texas,"Abilene, TX",April,2002-04-01,135,10465000,66900,767,6.3
2002,Abilene,Texas,"Abilene, TX",May,2002-05-01,154,11465000,69200,778,6.4
2002,Abilene,Texas,"Abilene, TX",June,2002-06-01,136,11600000,76700,758,6.3
2002,Abilene,Texas,"Abilene, TX",July,2002-07-01,159,13500000,73900,746,6.1
2002,Abilene,Texas,"Abilene, TX",August,2002-08-01,155,12875000,82200,709,5.7
2002,Abilene,Texas,"Abilene, TX",September,2002-09-01,133,9965000,67300,703,5.6
2002,Abilene,Texas,"Abilene, TX",October,2002-10-01,134,10395000,73600,664,5.3
2002,Abilene,Texas,"Abilene, TX",November,2002-11-01,107,8485000,59400,643,5.1
2002,Abilene,Texas,"Abilene, TX",December,2002-12-01,108,8150000,65000,649,5.1
2002,Amarillo,Texas,"Amarillo, TX",January,2002-01-01,146,14955000,83300,1071,5.5
2002,Amarillo,Texas,"Amarillo, TX",February,2002-02-01,182,18440000,86400,1090,5.5
2002,Amarillo,Texas,"Amarillo, TX",March,2002-03-01,200,20235000,85300,1046,5.2
2002,Amarillo,Texas,"Amarillo, TX",April,2002-04-01,209,21345000,89100,1106,5.5
2002,Amarillo,Texas,"Amarillo, TX",May,2002-05-01,198,21420000,95600,1140,5.8
2002,Amarillo,Texas,"Amarillo, TX",June,2002-06-01,220,25025000,97700,1191,6.1
2002,Amarillo,Texas,"Amarillo, TX",July,2002-07-01,213,23185000,99600,1266,6.4
2002,Amarillo,Texas,"Amarillo, TX",August,2002-08-01,193,21345000,93900,1256,6.6
2002,Amarillo,Texas,"Amarillo, TX",September,2002-09-01,186,22045000,95800,1214,6.4
2002,Amarillo,Texas,"Amarillo, TX",October,2002-10-01,176,21245000,91900,1242,6.6
2002,Amarillo,Texas,"Amarillo, TX",November,2002-11-01,173,19605000,95000,1249,6.6
2002,Amarillo,Texas,"Amarillo, TX",December,2002-12-01,153,14150000,79600,1205,6.4
2002,Arlington,Texas,"Arlington, TX",January,2002-01-01,314,39966772,112000,1542,3.4
2002,Arlington,Texas,"Arlington, TX",February,2002-02-01,378,46058048,107500,1653,3.7
2002,Arlington,Texas,"Arlington, TX",March,2002-03-01,461,58346224,113700,1643,3.7
2002,Arlington,Texas,"Arlington, TX",April,2002-04-01,468,61356437,111800,1683,3.8
2002,Arlington,Texas,"Arlington, TX",May,2002-05-01,503,67240236,116100,1741,3.9
2002,Arlington,Texas,"Arlington, TX",June,2002-06-01,495,64673182,116300,1811,4.1
2002,Arlington,Texas,"Arlington, TX",July,2002-07-01,509,66954143,119100,1925,4.4
2002,Arlington,Texas,"Arlington, TX",August,2002-08-01,467,62199241,117200,1909,4.4
2002,Arlington,Texas,"Arlington, TX",September,2002-09-01,426,54118102,116100,1955,4.5
2002,Arlington,Texas,"Arlington, TX",October,2002-10-01,423,56866208,116000,2050,4.7
2002,Arlington,Texas,"Arlington, TX",November,2002-11-01,368,47740480,116600,1999,4.6
2002,Arlington,Texas,"Arlington, TX",December,2002-12-01,391,49595229,117100,1976,4.6
2002,Austin,Texas,"Austin, TX",January,2002-01-01,1172,242074554,152600,6851,4.4
2002,Austin,Texas,"Austin, TX",February,2002-02-01,1407,279623092,157300,7190,4.6
2002,Austin,Texas,"Austin, TX",March,2002-03-01,1550,313749244,156600,7625,4.9
2002,Austin,Texas,"Austin, TX",April,2002-04-01,1665,322148092,156200,8226,5.3
2002,Austin,Texas,"Austin, TX",May,2002-05-01,1931,383478450,156000,9109,5.8
2002,Austin,Texas,"Austin, TX",June,2002-06-01,1829,371258246,158900,9620,6.1
2002,Austin,Texas,"Austin, TX",July,2002-07-01,1729,332673864,151700,9863,6.3
2002,Austin,Texas,"Austin, TX",August,2002-08-01,1742,346430746,156900,9843,6.3
2002,Austin,Texas,"Austin, TX",September,2002-09-01,1407,274003236,152400,9854,6.3
2002,Austin,Texas,"Austin, TX",October,2002-10-01,1480,291194551,150300,9747,6.2
2002,Austin,Texas,"Austin, TX",November,2002-11-01,1304,244930656,149800,9189,5.9
2002,Austin,Texas,"Austin, TX",December,2002-12-01,1500,294382650,151600,8854,5.7
2002,Bay Area,Texas,"Bay Area, TX",January,2002-01-01,301,40226990,122600,1911,4.5
2002,Bay Area,Texas,"Bay Area, TX",February,2002-02-01,351,50945825,124800,1910,4.5
2002,Bay Area,Texas,"Bay Area, TX",March,2002-03-01,415,62291039,127800,1989,4.7
2002,Bay Area,Texas,"Bay Area, TX",April,2002-04-01,443,61963889,124000,2056,4.8
2002,Bay Area,Texas,"Bay Area, TX",May,2002-05-01,497,74588933,133500,2098,4.9
2002,Bay Area,Texas,"Bay Area, TX",June,2002-06-01,537,83392501,138400,2177,5.1
2002,Bay Area,Texas,"Bay Area, TX",July,2002-07-01,525,78849480,135700,2297,5.4
2002,Bay Area,Texas,"Bay Area, TX",August,2002-08-01,494,74537321,133900,2336,5.5
2002,Bay Area,Texas,"Bay Area, TX",September,2002-09-01,406,61488327,132000,2347,5.5
2002,Bay Area,Texas,"Bay Area, TX",October,2002-10-01,403,56757885,127500,2412,5.6
2002,Bay Area,Texas,"Bay Area, TX",November,2002-11-01,314,45123084,129300,2371,5.6
2002,Bay Area,Texas,"Bay Area, TX",December,2002-12-01,406,66539654,141800,2273,5.4
2002,Beaumont,Texas,"Beaumont, TX",January,2002-01-01,101,10910000,82100,990,6.6
2002,Beaumont,Texas,"Beaumont, TX",February,2002-02-01,145,14800000,79600,1005,6.6
2002,Beaumont,Texas,"Beaumont, TX",March,2002-03-01,150,15165000,85600,1025,6.8
2002,Beaumont,Texas,"Beaumont, TX",April,2002-04-01,192,21395000,87000,1009,6.6
2002,Beaumont,Texas,"Beaumont, TX",May,2002-05-01,215,23355000,91900,1009,6.5
2002,Beaumont,Texas,"Beaumont, TX",June,2002-06-01,187,21560000,99600,1018,6.4
2002,Beaumont,Texas,"Beaumont, TX",July,2002-07-01,174,18110000,97000,1034,6.6
2002,Beaumont,Texas,"Beaumont, TX",August,2002-08-01,185,21650000,98300,1020,6.5
2002,Beaumont,Texas,"Beaumont, TX",September,2002-09-01,160,18835000,94100,995,6.2
2002,Beaumont,Texas,"Beaumont, TX",October,2002-10-01,176,17500000,81500,1016,6.2
2002,Beaumont,Texas,"Beaumont, TX",November,2002-11-01,122,12490000,92700,1003,6.2
2002,Beaumont,Texas,"Beaumont, TX",December,2002-12-01,120,13835000,88000,997,6.2
2002,Brazoria County,Texas,"Brazoria County, TX",January,2002-01-01,57,5220000,76400,477,5.5
2002,Brazoria County,Texas,"Brazoria County, TX",February,2002-02-01,59,6565000,91200,450,5.3
2002,Brazoria County,Texas,"Brazoria County, TX",March,2002-03-01,86,9540000,86000,450,5.3
2002,Brazoria County,Texas,"Brazoria County, TX",April,2002-04-01,93,10560000,92500,472,5.5
2002,Brazoria County,Texas,"Brazoria County, TX",May,2002-05-01,113,12235000,92500,471,5.5
2002,Brazoria County,Texas,"Brazoria County, TX",June,2002-06-01,111,12350000,86800,512,6
2002,Brazoria County,Texas,"Brazoria County, TX",July,2002-07-01,96,11125000,101400,480,5.5
2002,Brazoria County,Texas,"Brazoria County, TX",August,2002-08-01,96,11125000,101400,480,5.6
2002,Brazoria County,Texas,"Brazoria County, TX",September,2002-09-01,76,9185000,100000,453,5.4
2002,Brazoria County,Texas,"Brazoria County, TX",October,2002-10-01,99,10835000,92500,469,5.5
2002,Brazoria County,Texas,"Brazoria County, TX",November,2002-11-01,60,7040000,102500,490,5.8
2002,Brazoria County,Texas,"Brazoria County, TX",December,2002-12-01,88,9870000,90000,490,5.7
2002,Brownsville,Texas,"Brownsville, TX",January,2002-01-01,40,3270000,77500,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",February,2002-02-01,50,4965000,80000,412,9.4
2002,Brownsville,Texas,"Brownsville, TX",March,2002-03-01,57,5255000,81000,438,9.9
2002,Brownsville,Texas,"Brownsville, TX",April,2002-04-01,54,5725000,87500,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",May,2002-05-01,73,7540000,91200,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",June,2002-06-01,62,5510000,74000,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",July,2002-07-01,62,6280000,85000,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",August,2002-08-01,56,6400000,98300,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",September,2002-09-01,56,5990000,92500,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",October,2002-10-01,70,6895000,78000,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",November,2002-11-01,43,4365000,85000,NA,NA
2002,Brownsville,Texas,"Brownsville, TX",December,2002-12-01,42,4410000,82000,NA,NA
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",January,2002-01-01,86,11340000,118600,707,5.7
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",February,2002-02-01,82,10925000,112900,739,5.9
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",March,2002-03-01,109,14745000,119600,826,6.6
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",April,2002-04-01,132,15950000,108600,811,6.5
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",May,2002-05-01,222,26935000,111100,805,6.3
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",June,2002-06-01,180,25265000,115200,747,5.7
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",July,2002-07-01,201,26070000,116800,768,6
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",August,2002-08-01,224,28995000,115600,741,5.7
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",September,2002-09-01,108,13460000,117300,800,6
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",October,2002-10-01,74,10795000,129500,774,5.8
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",November,2002-11-01,77,10420000,126900,764,5.8
2002,Bryan-College Station,Texas,"Bryan-College Station, TX",December,2002-12-01,106,13860000,114100,733,5.5
2002,Collin County,Texas,"Collin County, TX",January,2002-01-01,668,141339256,174200,4081,4.4
2002,Collin County,Texas,"Collin County, TX",February,2002-02-01,816,169666943,174100,4337,4.7
2002,Collin County,Texas,"Collin County, TX",March,2002-03-01,904,187091668,173900,4475,4.9
2002,Collin County,Texas,"Collin County, TX",April,2002-04-01,950,205162970,176800,4770,5.2
2002,Collin County,Texas,"Collin County, TX",May,2002-05-01,1148,258215407,179100,5011,5.4
2002,Collin County,Texas,"Collin County, TX",June,2002-06-01,1017,218997260,180300,5092,5.6
2002,Collin County,Texas,"Collin County, TX",July,2002-07-01,1019,222282465,177300,5454,6.1
2002,Collin County,Texas,"Collin County, TX",August,2002-08-01,960,205329191,175700,5438,6.1
2002,Collin County,Texas,"Collin County, TX",September,2002-09-01,818,171838403,175800,5687,6.4
2002,Collin County,Texas,"Collin County, TX",October,2002-10-01,849,175146594,173800,5577,6.2
2002,Collin County,Texas,"Collin County, TX",November,2002-11-01,798,166000357,172800,5405,6
2002,Collin County,Texas,"Collin County, TX",December,2002-12-01,867,191060153,182500,5095,5.7
2002,Corpus Christi,Texas,"Corpus Christi, TX",January,2002-01-01,243,25905000,92300,1586,5.3
2002,Corpus Christi,Texas,"Corpus Christi, TX",February,2002-02-01,271,29555000,91300,1531,5.2
2002,Corpus Christi,Texas,"Corpus Christi, TX",March,2002-03-01,270,27070000,85000,1475,5
2002,Corpus Christi,Texas,"Corpus Christi, TX",April,2002-04-01,310,34805000,93000,1550,5.3
2002,Corpus Christi,Texas,"Corpus Christi, TX",May,2002-05-01,405,43905000,90900,NA,NA
2002,Corpus Christi,Texas,"Corpus Christi, TX",June,2002-06-01,332,38020000,95800,1467,5
2002,Corpus Christi,Texas,"Corpus Christi, TX",July,2002-07-01,363,40015000,95600,1397,4.7
2002,Corpus Christi,Texas,"Corpus Christi, TX",August,2002-08-01,353,40345000,93300,1370,4.6
2002,Corpus Christi,Texas,"Corpus Christi, TX",September,2002-09-01,320,34910000,93600,1472,4.9
2002,Corpus Christi,Texas,"Corpus Christi, TX",October,2002-10-01,306,34500000,93900,1515,4.9
2002,Corpus Christi,Texas,"Corpus Christi, TX",November,2002-11-01,275,31335000,95600,1530,4.9
2002,Corpus Christi,Texas,"Corpus Christi, TX",December,2002-12-01,322,37405000,100000,1428,4.5
2002,Dallas,Texas,"Dallas, TX",January,2002-01-01,2862,502970859,140700,18240,4.6
2002,Dallas,Texas,"Dallas, TX",February,2002-02-01,3461,616881882,143700,18927,4.8
2002,Dallas,Texas,"Dallas, TX",March,2002-03-01,4021,731728110,145200,19367,4.9
2002,Dallas,Texas,"Dallas, TX",April,2002-04-01,4185,766278911,144900,20139,5.1
2002,Dallas,Texas,"Dallas, TX",May,2002-05-01,4769,913391794,145600,21153,5.3
2002,Dallas,Texas,"Dallas, TX",June,2002-06-01,4423,817899695,148400,22043,5.6
2002,Dallas,Texas,"Dallas, TX",July,2002-07-01,4559,857727953,145100,23165,5.9
2002,Dallas,Texas,"Dallas, TX",August,2002-08-01,4386,811329118,145500,23056,5.9
2002,Dallas,Texas,"Dallas, TX",September,2002-09-01,3716,653244332,142800,23551,6.1
2002,Dallas,Texas,"Dallas, TX",October,2002-10-01,3672,657676258,143700,23458,6
2002,Dallas,Texas,"Dallas, TX",November,2002-11-01,3415,611752816,143400,22758,5.8
2002,Dallas,Texas,"Dallas, TX",December,2002-12-01,3730,698773428,148100,21559,5.5
2002,Denton County,Texas,"Denton County, TX",January,2002-01-01,399,65183143,148200,2676,4.9
2002,Denton County,Texas,"Denton County, TX",February,2002-02-01,491,87047727,151700,2753,5
2002,Denton County,Texas,"Denton County, TX",March,2002-03-01,545,98736736,154500,2869,5.2
2002,Denton County,Texas,"Denton County, TX",April,2002-04-01,550,96489237,155400,3038,5.5
2002,Denton County,Texas,"Denton County, TX",May,2002-05-01,654,115667091,151900,3088,5.6
2002,Denton County,Texas,"Denton County, TX",June,2002-06-01,647,117355796,155200,3168,5.8
2002,Denton County,Texas,"Denton County, TX",July,2002-07-01,662,119208136,151500,3234,5.9
2002,Denton County,Texas,"Denton County, TX",August,2002-08-01,603,107530108,153100,3259,6
2002,Denton County,Texas,"Denton County, TX",September,2002-09-01,497,87066019,149900,3288,6.1
2002,Denton County,Texas,"Denton County, TX",October,2002-10-01,465,81183797,152800,3183,5.9
2002,Denton County,Texas,"Denton County, TX",November,2002-11-01,497,83935582,146800,3037,5.6
2002,Denton County,Texas,"Denton County, TX",December,2002-12-01,523,97401578,153800,2906,5.3
2002,El Paso,Texas,"El Paso, TX",January,2002-01-01,411,41360000,84700,3117,7.3
2002,El Paso,Texas,"El Paso, TX",February,2002-02-01,354,38655000,86600,3070,7.2
2002,El Paso,Texas,"El Paso, TX",March,2002-03-01,437,46940000,87900,3127,7.3
2002,El Paso,Texas,"El Paso, TX",April,2002-04-01,569,54015000,82300,3107,7
2002,El Paso,Texas,"El Paso, TX",May,2002-05-01,416,44530000,87900,3114,7.1
2002,El Paso,Texas,"El Paso, TX",June,2002-06-01,449,50530000,93400,3187,7.4
2002,El Paso,Texas,"El Paso, TX",July,2002-07-01,469,54775000,92400,3236,7.5
2002,El Paso,Texas,"El Paso, TX",August,2002-08-01,506,54035000,88500,3288,7.5
2002,El Paso,Texas,"El Paso, TX",September,2002-09-01,453,47495000,88400,3284,7.5
2002,El Paso,Texas,"El Paso, TX",October,2002-10-01,558,63565000,94800,3289,7.3
2002,El Paso,Texas,"El Paso, TX",November,2002-11-01,401,45815000,90400,3072,6.8
2002,El Paso,Texas,"El Paso, TX",December,2002-12-01,411,44880000,88700,2853,6.3
2002,Fort Bend,Texas,"Fort Bend, TX",January,2002-01-01,502,82709841,146200,2529,3.9
2002,Fort Bend,Texas,"Fort Bend, TX",February,2002-02-01,546,91399532,143200,2598,3.9
2002,Fort Bend,Texas,"Fort Bend, TX",March,2002-03-01,632,113894405,149600,2702,4.1
2002,Fort Bend,Texas,"Fort Bend, TX",April,2002-04-01,720,127032519,147000,2714,4.1
2002,Fort Bend,Texas,"Fort Bend, TX",May,2002-05-01,785,148323719,153200,2837,4.2
2002,Fort Bend,Texas,"Fort Bend, TX",June,2002-06-01,825,152722907,154700,2873,4.3
2002,Fort Bend,Texas,"Fort Bend, TX",July,2002-07-01,846,154230406,149800,2980,4.5
2002,Fort Bend,Texas,"Fort Bend, TX",August,2002-08-01,751,139949581,157600,2987,4.5
2002,Fort Bend,Texas,"Fort Bend, TX",September,2002-09-01,614,113542881,155300,3051,4.6
2002,Fort Bend,Texas,"Fort Bend, TX",October,2002-10-01,601,108691034,151000,3046,4.5
2002,Fort Bend,Texas,"Fort Bend, TX",November,2002-11-01,556,95023815,151600,2997,4.5
2002,Fort Bend,Texas,"Fort Bend, TX",December,2002-12-01,644,115243309,152500,2921,4.4
2002,Fort Worth,Texas,"Fort Worth, TX",January,2002-01-01,431,45958126,89400,2643,4.7
2002,Fort Worth,Texas,"Fort Worth, TX",February,2002-02-01,516,55038673,89500,2749,4.8
2002,Fort Worth,Texas,"Fort Worth, TX",March,2002-03-01,588,69148134,95800,2829,5
2002,Fort Worth,Texas,"Fort Worth, TX",April,2002-04-01,637,75596818,95100,2929,5.1
2002,Fort Worth,Texas,"Fort Worth, TX",May,2002-05-01,672,80965065,96800,3008,5.2
2002,Fort Worth,Texas,"Fort Worth, TX",June,2002-06-01,690,80835438,97600,3076,5.3
2002,Fort Worth,Texas,"Fort Worth, TX",July,2002-07-01,732,85046246,96800,3141,5.3
